"DispNum","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","FatalPre","MaxDur","MinDur","HiAct","HostLev","Recip","NumA","NumB","Link1","Link2","Link3","Ongo2001","Version"
4290,24,8,2001,25,8,2001,5,3,0,0,2,2,7,3,0,1,1,4289,4337,0,0,3.1
4291,1,10,1998,19,11,1998,1,1,0,0,50,50,7,3,0,1,1,4190,4315,0,0,3.1
4292,10,6,1999,10,6,1999,5,3,0,0,1,1,16,4,0,1,1,4205,4113,4192,0,3.1
4293,27,6,1995,28,6,1995,5,3,0,0,2,2,8,3,0,1,1,0,0,0,0,3.1
4295,31,7,2000,6,10,2000,7,3,0,0,68,68,15,4,0,1,2,4137,4186,0,0,3.1
4296,30,8,2001,30,8,2001,5,3,0,0,1,1,15,4,0,1,1,0,0,0,0,3.1
4297,12,10,1996,1,12,1996,4,1,0,0,51,51,15,4,0,1,1,4042,4222,0,0,3.1
4298,5,8,2000,29,9,2000,5,3,0,0,56,56,15,4,1,1,2,4100,4137,4230,0,3.1
4299,26,6,1993,28,6,1993,5,3,-9,-9,3,3,16,4,0,1,1,4272,4274,4275,0,3.1
4300,26,1,2001,4,6,2001,5,3,0,0,130,130,16,4,1,1,1,4251,0,,0,3.1
4301,-9,5,2001,-9,5,2001,7,4,0,0,31,1,15,4,0,1,1,4256,4255,0,0,3.1
4302,13,8,1999,17,9,1999,6,1,0,0,36,36,8,3,0,1,1,4257,0,0,0,3.1
4303,7,1,2001,21,11,2001,8,4,1,10,248,248,16,4,1,1,1,0,0,0,0,3.1
4304,7,12,1997,9,12,1997,5,3,0,0,3,3,12,3,0,1,1,4248,4305,4078,0,3.1
4305,30,10,2001,30,10,2001,5,3,0,0,1,1,8,3,0,1,1,4248,4304,4078,0,3.1
4306,1,3,2001,6,3,2001,5,3,0,0,6,6,14,4,0,1,1,0,0,0,0,3.1
4307,14,4,1994,-9,9,1994,3,4,0,0,170,141,14,4,0,1,1,0,0,0,0,3.1
4308,8,2,1993,8,2,1993,5,3,1,6,1,1,17,4,1,1,1,0,0,0,0,3.1
4309,4,3,1996,-9,4,1996,5,3,0,0,58,29,14,4,0,1,1,0,0,0,0,3.1
4310,26,3,2001,30,10,2001,5,3,0,0,219,219,11,3,0,1,1,4122,0,0,0,3.1
4311,16,5,2000,-9,5,2000,5,3,0,0,16,1,11,3,0,1,1,4118,4123,0,0,3.1
4312,29,4,2000,1,5,2000,5,3,0,0,3,3,14,4,0,1,1,0,0,0,0,3.1
4313,29,4,2001,30,4,2001,8,3,0,0,2,2,11,3,0,1,1,4005,4006,0,0,3.1
4314,10,2,2001,29,4,2001,5,3,2,-9,79,79,17,4,1,1,1,4002,4003,4138,0,3.1
4315,20,5,1997,-9,5,1997,5,3,0,0,12,1,11,3,0,1,1,4190,4291,0,0,3.1
4317,23,7,2001,-9,12,2001,8,4,0,0,158,128,12,3,1,1,1,0,0,0,0,3.1
4318,8,3,1995,23,2,1996,5,3,-9,-9,353,353,17,4,1,1,1,4319,4175,0,0,3.1
4319,15,12,1996,14,5,1997,5,3,2,-9,151,151,17,4,1,1,1,4318,4175,0,0,3.1
4320,27,12,2001,-9,12,2001,8,4,0,0,1,31,12,3,1,1,1,4193,4210,4233,1,3.1
4321,12,7,1998,17,7,1998,7,4,0,0,6,6,15,4,0,1,1,4238,4137,4335,0,3.1
4322,13,8,1999,16,8,1999,5,3,0,0,4,4,8,3,0,1,1,4225,4226,4087,0,3.1
4323,17,3,1997,3,4,1997,5,3,0,0,18,18,12,3,0,1,1,4193,4210,4233,0,3.1
4324,25,7,2000,-9,1,2001,5,3,0,0,191,161,16,4,0,1,1,4206,4208,4325,0,3.1
4325,25,8,2001,26,8,2001,5,3,0,0,2,2,16,4,0,1,1,4206,4208,4324,0,3.1
4327,-9,3,2001,-9,3,2001,5,3,0,0,31,1,11,3,0,1,1,4259,4141,4140,0,3.1
4328,-9,9,1998,-9,9,1998,5,3,0,0,30,1,7,3,0,1,1,4329,4330,4331,0,3.1
4329,-9,8,1998,-9,8,1998,5,3,0,0,31,1,7,3,0,1,1,4328,4330,4331,0,3.1
4330,30,10,1999,30,10,1999,5,3,0,0,1,1,16,4,0,1,1,4329,4329,4331,0,3.1
4331,16,4,1994,28,4,1994,5,3,0,0,13,13,7,3,0,1,1,4329,4330,4328,0,3.1
4332,17,2,1994,20,2,1994,5,3,0,0,4,4,8,3,0,1,1,4101,4137,4186,0,3.1
4333,-9,1,1994,-9,1,1994,5,3,0,0,31,1,7,3,0,1,1,0,0,0,0,3.1
4334,11,6,1999,11,6,1999,3,4,0,0,1,1,8,3,0,1,1,4137,0,0,0,3.1
4335,24,6,1999,24,6,1999,5,3,0,0,1,1,7,3,0,1,1,4238,4137,4321,0,3.1
4336,23,3,2001,23,3,2001,5,3,0,0,1,1,7,3,0,1,1,4280,4281,4088,0,3.1
4337,20,5,1997,-9,5,1997,8,4,0,0,12,1,7,3,0,1,1,4290,4289,0,0,3.1
4338,19,3,1999,30,3,1999,7,4,0,0,12,12,15,4,0,1,1,4137,0,0,0,3.1
4339,-9,8,1998,3,6,2001,5,3,6,-9,1281,1251,21,5,1,2,5,4122,0,0,0,3.1
4340,24,1,1993,20,2,1993,5,4,1,1,28,28,16,4,1,1,1,3555,4100,4230,0,3.1
4341,5,6,1993,2,3,1994,6,1,4,-9,271,271,17,4,1,1,1,3556,231,0,0,3.1
4342,8,4,1999,19,4,1999,5,4,0,0,12,12,8,3,0,1,13,4137,0,0,0,3.1
4343,24,11,2000,28,11,2000,4,4,0,0,5,5,7,3,0,1,38,4186,4137,4298,0,3.1
4344,15,4,1999,-9,4,1999,8,4,0,0,1,16,11,3,0,1,1,4137,0,0,0,3.1
